V080001,V085120,V085120a,V085121,V085121a,V085122,V085122a,V085123,V085123a
328, speaker of the house ,5, vice president ,5, don't know//no ,1, don't know//no ,1
329, leader of the democratic party ,5, vice president ,5, don't know//i idea whatsoever ,1, don;t know who he is//don't remember//no ,1
330, speaker of the house ,5, vice president ,5, don't know//prime minister of england ,1, chief justice of the supreme court ,5
331, don't know//not a clue/no ,1, vice president ,5, no idea//none what so ever//no ,1, no idea//no clue//no ,1
332,,-2,,-2,,-2,,-2
333,      ,1,      ,5, no idea//no ,1, supreme court justice ,5
334, california's something state representative//no ,1, defense department something//no ,1, do idea//no ,1, don't know//no guess//no ,1
335, speaker of the house ,5, secterary of state ,5, no idea//no ,1, no idea//no ,1
336, speaker of the house ,5, vice president ,5, don't know//cheif of staff//no ,1, don't know//supreme court justice//no ,1
337, speaker of the house ,5, vice president ,5,      don't know//no ,1, don't know//no guess//no ,1
338, speaker of the house ,5, vice president ,5, prime minister of labor party//england ,5,     ,1
339, senetor from alaska//no ,1, vice president ,5, mayor somewhere//no ,1, don't know//no ,1
340, work for bush//no ,1,2,5, don't know//no ,1, don't know//no ,1
341, congress women from california and speaker of the house ,5, vice president-second in command ,5, don't know//minority leader//no ,1, supreme court justice ,5
342, represitive of calfirnoa ,5, vice president ,5, //no ,1, don't know//no ,1
343, Speaker of the House ,5, Vice President ,5, Prime Minister of Grrat Britain ,5, dk// dk ,1
344, speaker of the house ,5, vice president ,5, prime minister of england ,5, don't know ,1
345, leadership of the senate ,5, vice president ,5, barack obama's advisor ,1, supreme court justice ,5
346, Speaker of the House ,5, Vice President ,5, Prime Minister of England ,5, dk//Atttorney General ,1
347, speaker of the house ,5, vice president ,5, prime minister of england ,5, chief justice of the US supreme court ,5
348," i don't know,//don't have a clue ",1," not sure, not positive,//don't know ",1," don't know,//don't have one, i don't guess ",1," dont' know, don't know why i don't know,// should watch more tv, i do worry about it i should know more ",1
349, speaker ,5, none ,5, congress something ,1, congress or military or some judge ,1
350, speaker of ?//something in California//in the senate from California ,1, in bush's party//vice president//no ,1, don't know//never heard that name//no ,1, no idea//no ,1
351," no idea, secretary ",1, republican ,5, democrat ,5, dont know ,1
352, //no idea//no ,1, chancellor of foreign affairs ,1, //no//no ,1, //no//no ,1
353, don't know//no ,1, don't know//no ,1, don't know//  no ,1, don't know//no ,1
354, speaker of the house ,5, vp ,5, //spokes person for white house ,1, //no ,1
355, speaker of the house ,5, vp ,5, don't know//no ,5, senator ,5
356, military personal ,5, vice president ,5, undecided ,5, undecided ,5
357, speaker of the house ,5, vp ,5, dk//no ,1,1,1
358, speaker ,5, vp ,5, //justice ,1, //no ,1
359, dk//no ,1, vp ,5, dk//no ,1, dk//no ,1
360, speaker of the house ,5, vp ,5, dk//can't answer//no ,1, supreme court judge ,5
361, //don't know ,1, vp ,5, dk//no ,1, dk//no ,5
362, speaker of the house ,5, vp ,5, //no ,1, supreme court ,5
363, don't know//no ,1, vp ,5, don't know//no ,1, don't know//no ,1
364, no//on ,1, dept defense ,5, //no ,1, dk//dk ,1
365, democratic leader ,5, vp ,1, //no ,1, judge ,5
366, speaker of the house ,5, vp ,5, dk//no ,1, dk//no ,1
367, treasury ,1, vice president ,1, undecided ,1, no idea ,1
368, was scandal ,5, vp ,5, no//don't know ,1, no//np ,1
369, //congress woman ,1, vp ,5, senator ,5, congressman ,5
370, don't know//us house ,1, vp ,5, senate ,5, senate ,5
371, representative ,5, vice president ,5, undecided ,5, undecided ,5
372,,-2,,-2,,-2,,-2
373, anchor woman ,5, vice president ,5, commerce ,5, congress ,5
374, don't know ,1, have no idea ,1, have no idea ,1, have no idea ,1
375, speaker of the house ,5, vice president ,5, in charge of hud ,1, supreme court justice ,5
376, undecided ,1, vice president ,1, undecided ,1, undecided ,1
377, speaker of the house ,5, vice president ,5, rep.  public affairs ,5, rep. whip ,5
378, head of the house ,5, vice president ,5," can""t recall ",1, cna;t recall  ,1
379, state representative ,5, senate ,5, senate ,5, representative ,5
380, congress ,5, vice president ,5, senate ,5, mayor ,5
381, senate ,5, cabnet ,5, cabnet ,5, senate ,5
382, speaker of the house ,5, vice president ,5," ""//"" dept of education ",1, supreme court justice ,5
383," ""//"" congress ",1, vice president ,5," ""//"" guess congress ",1," ""//"" guess congress ",1
384,,-2,,-2,,-2,,-2
385,,-2,,-2,,-2,,-2
386, congress ,5, vice president ,5, undecided ,5, undecided ,5
387, dont know who she is ,1, no se ,1, i dont know ,1, i dont know who he is ,1
388, no idea ,5, no idea ,5, no idea ,5, on idea ,5
389, speaker of the house ,1, vicde president ,5, representive ,5, senator ,5
390, couldnt tell you ,1, vice president ,5, couldnt tell you ,1, coulnt tell you ,1
391," ""//"" no clue ",1, republican dept of treasury ,5," ""//"" I don't know ",1, congress ,5
392, speaker of the house ,5, vice president ,5, senator ,1, senator ,5
393, governer ,5, '//' governor no ,1, senator ,5, senator ,5
394, speaker of house ,5, vice president ,5, congressman ,5, supereme court justice ,5
395, speaker of the house ,5, vice president ,5, prime minister of Britian ,5, prime minister of Australia ,5
396, undecided ,5, councelman ,5, undecided ,5, undecided ,5
397,,-2,,-2,,-2,,-2
398, //speaker of the house ,1, vp ,1, //no//no ,1, //dk//no ,1
399, speaker of the house ,5, vp ,5, //no ,1, press sec ,1
400, leader of the house ,5, vp ,5, dk//no ,1, dk//no ,1
401, speaker of the house ,5, vp ,5, //no ,1, //no ,1
402, senator ,5, senator ,5, //no ,1, federal gov ,5
403, don't know ,1, vp ,5, don't know ,1, //don't know//no ,1
404, speaker of the house ,5, vp ,5, //don't know//no ,1, don't know//no ,1
405, speaker of the house ,5, master vice president ,5, //don't know//no ,1, supreme court ,5
406, speaker of the house ,5, vp ,5, prime minister of england ,5, supreme court chief justice ,5
407, //no ,1, vp ,5, //neverheard//no ,1, //no idea//no ,1
408, speaker of the house ,5, vp ,5, education ,5, supreme court judge ,5
409, house of rep ,5, vp ,5, prime minister of britain ,5, supreme court ,5
410, don't know//nn ,1, don't know// no ,1, don't know//no ,1, don't know//no ,1
411, senate majority leader ,5, vp ,5, //no ,1, //no ,1
412, speaker of the house ,5, vp ,5, //no ,1, //no ,1
413, speaker of the house ,5, vp ,5, dk//dk ,1, dk//dk ,1
414, dk ,1, dk ,1, dk ,5, never heard name ,5
415, dk//dk ,1, congress? ,5, dk//congress? ,1, retired? ,5
416, dk ,1, dk ,1, dk--never heard the name ,5, dk--nevr heard his name ,5
417, dk//dk ,1, dk//dk ,1, dk ,5, dk ,5
418, House speaker ,5, Vice president ,5, dk//senator ,1, Senator I think ,5
419,,-2,,-2,,-2,,-2
420, dk//dk ,1, vice president ,5, dk//dk name ,1, dk name ,5
421, speaker of the house ,5, vice presidnet ,5, dk//dk ,1, Supreme Court Judge ,5
422, sounds like janitor ,1, dont' know//rodeo clown ,1, I'LL SAY A BUM ,1, PUT HIM ON A BULL RIDER ,1
423, dk//dk ,1, vice president ,5, dk//dk ,1, dk//dk ,1
424, speaker of the hhouse ,5, vice president ,5," English, isn't he?  Prime minister (prompted by husband) ",5, supreme court justice (prompted by husband) ,5
425, dk//senate/ ,1, Vice president ,5, dk//treasury? ,1, foreign affairs? ,5
426, representative ,1, vice president ,5," treasury, secretary of hte treasury ",1, Speaker of the house? ,5
427, speaker of the house ,5, vice presidnet ,5, dk//dk ,1," senator, I think ",5
428, dk//dk ,1, Vice president ,5, dk//dk ,1, dk//dk ,1
429," speaker of the house, of the Democrats ",5, vice president ,5, dk// ,1," Judge, panel of judges ",5
430, dk//dk ,1," dk//didn't he shoot somebody,  he's in the white house ",5," dk, never heard of him ",5," dk, never heard of him ",5
431, congress ,5, vice president ,5," england, tony blair's position Prime minister? ",5, News anchor?  Cokie Robert's son? ,5
432, Governor ,1, vice president ,5," federal office, no idea ",1," bush adminstration, can't guess ",5
433," dk//senate, or running for governor\ ",1, mayor? ,5, trying to run for district senate? ,5, treasury? ,5
434, dont know this woman ,1," dont know he is.  I have heard his name, but dont know ",1, congressman ,1, senator ,1
435," leader in congress, head of the House of Representatives ",5, vice president ,5, dk ,1, Supreme court ,5
436, dk/house representative ,1, dk//dk ,1, supreme court judge ,5, house representative? ,5
437, Senator ,1, vice president ,5, governor?  DK ,1," Senator, maybe, DK ",5
438, It's a State job isn't it ,1, vice president ,5, dk ,1," legislature, dk ",5
439, dk//maybe to do with the supreme court ,1, dk//maybe a senaor ,1, dk//somebody fro city council? ,1," dk, maybe somewhee in the Senators ",5
440, dk// ,1, vice president ,5, dk//never heard of him ,5, dk//secy of state ,1
441, dk/dk/ ,1, dk//dk ,1, dk// ,5, dk//dk ,1
442,      ,1, dont know who he is. ,1, dont know who he is ,1, dont know1 ,1
443, dk/dk ,1, dk//dk ,1, dk//dk/ ,1, dk// ,5
444, dk//dk ,1, dk//dk ,1, dk//dk ,1, dk//dk/ ,1
445,,-2,,-2,,-2,,-2
446," the leader of congress, the majority leader ",1, secretary of defense? ,5, dk//dk ,1, Attorney general ,5
447, speaker of the house ,5, vice president ,5, prime minister of britain ,5, dk ,1
448, dk// ,1," congress or foreign affairs of something, I DK ",5, dk//a judge? ,1, maybe Congress or Senate ,5
449, dk//dk ,1, vice president ,5, dk//treasury person?  DK ,1, dk//homeland security?  DK ,1
450, dk//dk ,1, VP ,5, dk//dk ,1, dk//dk ,1
451, respondent does not know  ,1, vice president//no ,5, respondent does not know ,1, respondent does not know ,1
452,,-2,,-2,,-2,,-2
453, secretary of state ,5, vice president ,5, supreme court justice ,1, military official ,5
454, speaker of the house ,5, vice president ,5, prime minister of Great Britain ,5, dont know//Canadain Prime Minister ,1
455, secretary of someting\\no ,1, vice president ,1, respondent has no idea\\no ,1, respondent has no idea\\no ,5
456, respondent has no clue ,1, respondent has no clue ,1, respondent has no clue ,1, respondent has no clue ,5
457, secretary of state ,1, representative of conn state ,1, respondent has no clue ,1, respondent has no idea ,1
458, secretary of something ,5, vice president ,5, don't know//no ,1, don't know//no ,1
459, //don't know//no ,1, //don't know//no ,1, //don't know//no ,1, //don't know//no ,1
460, //don't know//no ,1, vice-president ,5, //don't know//no ,1, //don't know//no ,1
461, don't remember. ,1, vice-president ,1, don't know. ,5, don't know. ,5
462, respondent does not know this answer ,1, mayor\\no ,1, respondent does not know this answer ,5, respondent does not know ,1
463," respondent said she ""has no clue"" ",1, respondent has no clue ,1, respondent does not recogonize this name ,1, respondent does  not know who this is ,1
464, don't know//no ,1, vice president ,5, don't know//no ,1, don't know//no ,1
465,,-2,,-2,,-2,,-2
466, //senate. ,1, congress ,5, senate ,5, senate ,5
467, speaker of the house ,5, vice-president ,5, //don't know. ,1, //don't know. ,1
468,,-2,,-2,,-2,,-2
469,,-2,,-2,,-2,,-2
470, //senator. ,1, //i don't know. ,1, //i don't know. ,1, //i don't know. ,1
471, //Congressperson//no ,1, congressman ,1, //don't know//no ,1, //don't know// ,1
472, speaker of the house ,5, vice president ,5, //never heard of him. ,1, supreme court justice ,5
473, GOVERNER OF ALASKA ,5, vice president ,5," //don't remember, don't know. ",1," //don't know, no guess. ",1
474,,-2,,-2,,-2,,-2
475, majority leader ,5, vice president ,5, //cabinet member//no ,1, //don't know//no ,1
476, speaker of the house ,5, vice president ,5, //don't know him at all// ,1, //don't know// ,1
477, //Senator ,1, //Congress ,1, //he handles the finances ,1, vice-president ,5
478, //representative of the House ,1, vice-president ,5, //senator ,1, //senator ,1
479," //democrat, the money issue.//no ",1, education ,5, money ,5, //don't know//the presidents secretary//no ,1
480, //don't remember. ,1, i think he's the president's adviser. ,5, //i don't know. ,1, i never heard of him// ,1
481, senator ,1, no guess ,1, house of representatives ,1, house of representatives ,1
482, have no idea ,1, republican ,1, democrat ,1, republican ,5
483, chairman of the house ,1, vice president ,5, senator ,5, senator or in other house ,1
484, dont knowS ,1, next to bush ,5, dont know ,1, dont know ,1
485, first female speaker of the house ,5, vice president ,5, someone in administration ,1, chief justice of supreme court ,5
486,,-2,,-2,,-2,,-2
487, speaker of the house ,5, vice president ,5, don't know ,1," supreme court, might be chief justice ",1
488, senate ,1, vice president ,5, senate ,5, senate ,5
489, don't know ,1, don't know ,1, don't know ,1, don't know ,1
490, speaker of the house ,5, vice president ,5, prime minister of england ,5, australian prime minister ,1
491, don't know ,1, don't know ,1, don't know ,1, don't know ,1
492, speaker of the house ,5, vice president ,5, don't know ,1, governor ,1
493, governor ,5, something to bush ,5, don't know him ,1, don't know ,5
494, i don't know her ,1, i don't know ,5, never heard of him ,5, never heard of him ,1
495, she is a powerful lady in the democratic party//she controls the floor of the house of representatives//no ,1, vice president ,1, mayor of something//blind man from NY??//black??  just took office because his predecessor did some kind of crime//no ,1, R does not know this name//supreme court justice//no ,1
496," kept saying ""yeah"" - does not know and is getting lost in his thoughts  ",1," R does not know, even when prompted ",1, political office - R does not know ,1, political job - does not know which one ,1
497, recognizes name but does not know//just read something about her on the news//???? ,5, vice president ,5, will have to come back to this one//no ,1, come back to this one too//??? ,1
